s;w
12592;0
12593;0
12594;0
12595;0
12596;0
12597;0
12598;0
12599;0
12600;0
12601;0
12602;4
12603;49
12604;43
12605;45
12606;54
12607;131
12608;76
12609;126
12610;138
12611;233
12612;196
12613;177
12614;158
12615;176
12616;90
12617;130
12618;123
12619;107
12620;148
12621;124
12622;103
12623;142
12624;126
12625;174
12626;155
12627;119
12628;125
12629;107
12630;118
12631;149
12632;131
12633;131
12634;167
12635;178
12636;231
12637;196
12638;121
12639;121
12640;148
12641;136
12642;148
12643;146
12644;143
12645;180
12646;179
12647;157
12648;159
12649;168
12650;173
12651;144
12652;171
12653;174
12654;217
12655;228
12656;212
12657;242
12658;195
12659;176
12660;196
12661;134
12662;176
12663;125
12664;125
12665;170
12666;117
12667;123
12668;154
12669;154
12670;136
12671;110
12672;150
12673;124
12674;168
12675;139
12676;146
12677;128
12678;165
12679;170
12680;170
12681;148
12682;148
12683;230
12684;192
12685;177
12686;138
12687;131
12688;178
12689;136
12690;111
12691;111
12692;173
12693;160
12694;151
12695;163
12696;198
12697;171
12698;171
12699;139
12700;116
12701;121
12702;99
12703;123
12704;195
12705;184
12706;99
12707;126
12708;183
12709;152
12710;137
12711;152
12712;158
12713;158
12714;203
12715;169
12716;207
12717;157
12718;156
12719;174
12720;179
12721;124
12722;119
12723;154
12724;147
12725;156
12726;171
12727;139
12728;126
12729;126
12730;128
12731;134
12732;166
12733;152
12734;177
12735;151
12736;152
12737;146
12738;131
12739;129
12740;129
12741;138
12742;159
12743;163
12744;169
12745;160
12746;159
12747;141
12748;184
12749;199
12750;216
12751;191
12752;164
12753;189
12754;179
12755;164
12756;163
12757;173
12758;172
12759;172
12760;217
12761;203
12762;203
12763;205
12764;192
12765;187
12766;156
12767;148
12768;173
12769;161
12770;151
12771;176
12772;174
12773;174
12774;148
12775;101
12776;98
12777;87
12778;57
12779;36
12780;7
12781;0
12782;0
12783;0
12784;0
12785;0
12786;0
12787;0
12788;0
12789;1
12790;136
12791;142
12792;198
12793;166
12794;216
12795;216
12796;112
12797;112
12798;190
12799;213
12800;141
12801;173
12802;105
12803;186
12804;99
12805;100
12806;158
12807;90
12808;84
12809;123
12810;96
12811;111
12812;134
12813;193
12814;193
12815;174
12816;214
12817;147
12818;147
12819;167
12820;215
12821;204
12822;132
12823;107
12824;183
12825;152
12826;114
12827;139
12828;98
12829;141
12830;123
12831;135
12832;169
12833;169
12834;141
12835;141
12836;165
12837;137
12838;108
12839;140
12840;126
12841;126
12842;118
12843;180
12844;114
12845;98
12846;99
12847;88
12848;176
12849;176
12850;146
12851;113
12852;117
12853;132
12854;104
12855;158
12856;160
12857;160
12858;159
12859;163
12860;151
12861;173
12862;179
12863;179
12864;160
12865;178
12866;134
12867;162
12868;162
12869;159
12870;157
12871;140
12872;167
12873;182
12874;151
12875;201
12876;163
12877;159
12878;159
12879;147
12880;159
12881;144
12882;204
12883;146
12884;146
12885;163
12886;169
12887;142
12888;177
12889;148
12890;151
12891;204
12892;130
12893;168
12894;148
12895;134
12896;169
12897;195
12898;160
12899;154
12900;130
12901;124
12902;149
12903;157
12904;140
12905;138
12906;140
12907;144
12908;130
12909;127
12910;179
12911;196
12912;150
12913;163
12914;111
12915;185
12916;147
12917;113
12918;205
12919;184
12920;127
12921;160
12922;130
12923;130
12924;179
12925;129
12926;111
12927;170
12928;120
12929;120
12930;134
12931;187
12932;204
12933;137
12934;116
12935;191
12936;171
12937;184
12938;157
12939;0
12940;0
12941;0
12942;0
12943;0
12944;2
12945;0
12946;0
12947;0
12948;20
12949;115
12950;115
12951;129
12952;129
12953;132
12954;93
12955;93
12956;58
12957;148
12958;192
12959;177
12960;163
12961;188
12962;190
12963;167
12964;166
12965;102
12966;169
12967;185
12968;180
12969;155
12970;0
12971;0
12972;0
12973;11
12974;250
12975;214
12976;194
12977;158
12978;178
12979;177
12980;189
12981;144
12982;236
12983;157
12984;263
12985;165
12986;142
12987;154
12988;217
12989;183
12990;106
12991;146
12992;134
12993;142
12994;106
12995;108
12996;115
12997;89
12998;131
12999;97
13000;132
13001;84
13002;113
13003;108
13004;128
13005;127
13006;191
13007;125
13008;165
13009;156
13010;194
13011;249
13012;216
13013;164
13014;175
13015;111
13016;128
13017;162
13018;179
13019;113
13020;195
13021;135
13022;218
13023;221
13024;222
13025;207
13026;227
13027;217
13028;160
13029;160
13030;204
13031;140
13032;123
13033;230
13034;192
13035;149
13036;150
13037;209
13038;165
13039;155
13040;123
13041;123
13042;195
13043;95
13044;107
13045;170
13046;187
13047;176
13048;176
13049;221
13050;187
13051;191
13052;191
13053;146
13054;182
13055;142
13056;178
13057;163
13058;240
13059;125
13060;159
13061;180
13062;181
13063;185
13064;217
13065;217
13066;175
13067;145
13068;152
13069;165
13070;160
13071;114
13072;142
13073;168
13074;136
13075;143
13076;149
13077;143
13078;166
13079;99
13080;169
13081;187
13082;187
13083;156
13084;202
13085;158
13086;177
13087;152
13088;137
13089;181
13090;186
13091;166
13092;135
13093;160
13094;108
13095;188
13096;180
13097;197
13098;154
13099;175
13100;165
13101;168
13102;167
13103;173
13104;164
13105;171
13106;155
13107;174
13108;146
13109;204
13110;149
13111;133
13112;231
13113;178
13114;98
13115;186
13116;201
13117;163
13118;170
13119;217
13120;143
13121;114
13122;192
13123;139
13124;140
13125;193
13126;164
13127;156
13128;180
13129;129
13130;130
13131;151
13132;156
13133;169
13134;155
13135;163
13136;142
13137;173
13138;168
13139;171
13140;137
13141;207
13142;165
13143;146
13144;183
13145;157
13146;145
13147;158
13148;208
13149;167
13150;153
13151;196
13152;165
13153;118
13154;210
13155;171
13156;170
13157;198
13158;156
13159;169
13160;205
13161;168
13162;175
13163;159
13164;199
13165;219
13166;149
13167;195
13168;132
13169;97
13170;197
13171;105
13172;200
13173;197
13174;155
13175;179
13176;141
13177;126
13178;192
13179;204
13180;150
13181;165
13182;195
13183;135
13184;196
13185;146
13186;103
13187;160
13188;150
13189;188
13190;153
13191;198
13192;159
13193;145
13194;221
13195;169
13196;138
13197;190
13198;147
13199;209
13200;140
13201;231
13202;153
13203;184
13204;100
13205;121
13206;233
13207;186
13208;192
13209;135
13210;149
13211;160
13212;120
13213;156
13214;208
13215;145
13216;210
13217;158
13218;158
13219;154
13220;199
13221;199
13222;134
13223;135
13224;178
13225;178
13226;156
13227;145
13228;179
13229;162
13230;139
13231;142
13232;193
13233;148
13234;132
13235;178
13236;172
13237;168
13238;176
13239;147
13240;194
13241;193
13242;145
13243;141
13244;182
13245;158
13246;158
13247;162
13248;183
13249;159
13250;138
13251;134
13252;169
13253;153
13254;157
13255;153
13256;139
13257;166
13258;119
13259;156
13260;114
13261;184
13262;125
13263;143
13264;104
13265;166
13266;130
13267;147
13268;99
13269;155
13270;94
13271;158
13272;147
13273;132
13274;132
13275;86
13276;137
13277;86
13278;118
13279;107
13280;158
13281;148
13282;200
13283;181
13284;156
13285;190
13286;127
13287;171
13288;163
13289;123
13290;123
13291;138
13292;139
13293;205
13294;205
13295;114
13296;114
13297;211
13298;114
13299;167
13300;157
13301;205
13302;153
13303;166
13304;231
13305;138
13306;83
13307;203
13308;189
13309;220
13310;153
13311;172
13312;172
13313;193
13314;148
13315;173
13316;180
13317;154
13318;237
13319;157
13320;177
13321;158
13322;181
13323;171
13324;127
13325;164
13326;160
13327;152
13328;151
13329;143
13330;149
13331;180
13332;161
13333;150
13334;152
13335;141
13336;211
13337;201
13338;150
13339;192
13340;186
13341;132
13342;229
13343;155
13344;107
13345;157
13346;110
13347;181
13348;155
13349;154
13350;144
13351;144
13352;142
13353;197
13354;139
13355;167
13356;116
13357;176
13358;172
13359;224
13360;160
13361;129
13362;171
13363;171
13364;207
13365;207
13366;134
13367;206
13368;140
13369;176
13370;154
13371;154
13372;192
13373;203
13374;139
13375;160
13376;176
13377;152
13378;132
13379;196
13380;118
13381;140
13382;173
13383;167
13384;153
13385;143
13386;182
13387;178
13388;112
13389;169
13390;131
13391;180
13392;146
13393;151
13394;190
13395;184
13396;145
13397;132
13398;150
13399;176
13400;131
13401;153
13402;161
13403;140
13404;182
13405;164
13406;156
13407;113
13408;178
13409;148
13410;123
13411;113
13412;114
13413;156
13414;149
13415;189
13416;178
13417;198
13418;207
13419;179
13420;162
13421;157
13422;156
13423;208
13424;178
13425;154
13426;147
13427;198
13428;145
13429;226
13430;148
13431;148
13432;185
13433;163
13434;145
13435;152
13436;215
13437;160
13438;141
13439;141
13440;177
13441;154
13442;161
13443;143
13444;163
13445;163
13446;139
13447;181
13448;181
13449;121
13450;169
13451;206
13452;139
13453;108
13454;169
13455;123
13456;121
13457;186
13458;180
13459;166
13460;131
13461;131
13462;163
13463;144
13464;113
13465;196
13466;171
13467;154
13468;189
13469;126
13470;166
13471;150
13472;144
13473;195
13474;132
13475;166
13476;136
13477;102
13478;132
13479;157
13480;124
13481;165
13482;179
13483;176
13484;145
13485;240
13486;193
13487;122
13488;165
13489;105
13490;164
13491;126
13492;154
13493;134
13494;159
13495;151
13496;145
13497;145
13498;155
13499;139
13500;158
13501;143
13502;150
13503;147
13504;155
13505;155
13506;156
13507;151
13508;154
13509;154
13510;133
13511;154
13512;161
13513;148
13514;159
13515;174
13516;124
13517;163
13518;189
13519;170
13520;215
13521;131
13522;161
13523;214
13524;121
13525;167
13526;130
13527;134
13528;176
13529;154
13530;160
13531;144
13532;144
13533;160
13534;198
13535;156
13536;125
13537;155
13538;189
13539;136
13540;157
13541;153
13542;158
13543;184
13544;132
13545;126
13546;139
13547;150
13548;143
13549;157
13550;166
13551;190
13552;155
13553;119
13554;168
13555;138
13556;120
13557;170
13558;139
13559;153
13560;174
13561;123
13562;162
13563;191
13564;114
13565;120
13566;165
13567;113
13568;113
13569;146
13570;162
13571;120
13572;167
13573;143
13574;143
13575;174
13576;157
13577;178
13578;178
13579;211
13580;162
13581;161
13582;161
13583;148
13584;157
13585;167
13586;157
13587;181
13588;153
13589;173
13590;157
13591;168
13592;142
13593;168
13594;168
13595;164
13596;149
13597;114
13598;137
13599;126
13600;165
13601;185
13602;159
13603;155
13604;146
13605;134
13606;133
13607;161
13608;170
13609;141
13610;157
13611;141
13612;155
13613;169
13614;139
13615;162
13616;183
13617;171
13618;181
13619;143
13620;200
13621;164
13622;186
13623;148
13624;154
13625;154
13626;187
13627;229
13628;173
13629;173
13630;143
13631;162
13632;186
13633;185
13634;193
13635;214
13636;214
13637;136
13638;142
13639;112
13640;120
13641;150
13642;108
13643;94
13644;116
13645;99
13646;141
13647;112
13648;136
13649;152
13650;185
13651;149
13652;127
13653;129
13654;152
13655;176
13656;164
13657;137
13658;204
13659;225
13660;150
13661;125
13662;152
13663;203
13664;159
13665;201
13666;193
13667;193
13668;129
13669;187
13670;195
13671;123
13672;126
13673;140
13674;146
13675;137
13676;198
13677;149
13678;219
13679;152
13680;142
13681;142
13682;150
13683;154
13684;133
13685;157
13686;164
13687;152
13688;138
13689;168
13690;152
13691;148
13692;153
13693;143
13694;166
13695;163
13696;185
13697;157
13698;157
13699;145
13700;170
13701;162
13702;138
13703;108
13704;112
13705;179
13706;133
13707;129
13708;142
13709;163
13710;198
13711;166
13712;145
13713;182
13714;170
13715;103
13716;143
13717;150
13718;136
13719;145
13720;147
13721;193
13722;205
13723;184
13724;163
13725;165
13726;230
13727;179
13728;165
13729;155
13730;163
13731;164
13732;144
13733;146
13734;180
13735;177
13736;181
13737;160
13738;210
13739;216
13740;177
13741;192
13742;195
13743;203
13744;224
13745;194
13746;210
13747;210
13748;227
13749;223
13750;205
13751;209
13752;177
13753;213
13754;200
13755;200
13756;250
13757;164
13758;129
13759;99
13760;179
13761;160
13762;211
13763;142
13764;198
13765;62
13766;62
13767;24
13768;4
13769;15
13770;15
13771;0
13772;0
13773;0
13774;0
13775;0
13776;0
13777;7
13778;109
13779;84
13780;56
13781;30
13782;81
13783;0
13784;0
13785;0
13786;0
13787;0
13788;0
13789;0
13790;0
13791;55
13792;118
13793;118
13794;140
13795;140
13796;226
13797;248
13798;252
13799;252
13800;226
13801;228
13802;203
13803;214
13804;178
13805;178
13806;132
13807;157
13808;186
13809;173
13810;132
13811;138
13812;152
13813;201
13814;133
13815;135
13816;153
13817;124
13818;130
13819;130
13820;118
13821;147
13822;193
13823;176
13824;181
13825;202
13826;202
13827;203
13828;193
13829;104
13830;144
13831;144
13832;174
13833;138
13834;98
13835;198
13836;188
13837;217
13838;242
13839;153
13840;148
13841;173
13842;136
13843;127
13844;130
13845;185
13846;137
13847;182
13848;181
13849;167
13850;194
13851;212
13852;221
13853;181
13854;110
13855;178
13856;184
13857;177
13858;170
13859;197
13860;188
13861;108
13862;109
13863;134
13864;201
13865;153
13866;183
13867;113
13868;161
13869;195
13870;162
13871;234
13872;175
13873;153
13874;169
13875;164
13876;195
13877;160
13878;208
13879;216
13880;153
13881;211
13882;161
13883;161
13884;191
13885;147
13886;141
13887;169
13888;176
13889;152
13890;155
13891;146
13892;170
13893;171
13894;174
13895;148
13896;170
13897;163
13898;179
13899;169
13900;146
13901;150
13902;155
13903;161
13904;161
13905;149
13906;204
13907;185
13908;141
13909;197
13910;184
13911;170
13912;133
13913;174
13914;159
13915;235
13916;183
13917;183
13918;166
13919;202
13920;164
13921;170
13922;179
13923;179
13924;182
13925;189
13926;159
13927;163
13928;169
13929;149
13930;172
13931;160
13932;180
13933;222
13934;172
13935;155
13936;149
